id_usuario,canal,n_contas,conta_manual,cartao_cred,invest,acessos,horas_logado,horas_logado_BB,buscou_emprestimo,usou_antifraude,pergunt_freq,inativo_1m
1372,android,3,sim,sim,nao,1,7.63,12.37,nao,nao,nao,0
1373,ios,4,sim,sim,nao,5,4.08,15.92,nao,nao,nao,1
1374,android,3,sim,nao,nao,1,0.7,19.3,nao,sim,nao,0
1375,android,2,nao,sim,nao,0,6.86,13.14,nao,nao,nao,0
1376,ios,3,nao,sim,sim,0,7.03,12.97,nao,nao,nao,0
1377,android,2,sim,nao,nao,4,0.89,19.11,nao,nao,nao,0
1378,android,2,sim,nao,nao,2,2.37,17.63,nao,nao,nao,1
1379,android,4,sim,sim,sim,1,5.97,14.03,nao,nao,nao,1
1380,android,2,sim,nao,nao,0,7.18,12.82,nao,nao,nao,0
1381,android,3,sim,sim,nao,0,9.05,10.95,nao,nao,nao,0
1382,android,1,nao,nao,nao,1,0.79,19.21,nao,nao,nao,0
1383,android,4,sim,sim,nao,0,7.62,12.38,nao,nao,nao,0
1384,android,3,nao,sim,nao,1,6.98,13.02,nao,sim,nao,1
1385,android,2,sim,nao,nao,0,4,16,nao,nao,nao,1
1386,android,2,nao,sim,nao,0,5.42,14.58,nao,nao,nao,0
1387,ios,2,nao,sim,nao,0,5.38,14.62,nao,nao,nao,0
1388,android,3,sim,sim,nao,0,7.92,12.08,nao,nao,nao,0
1389,android,2,sim,nao,nao,0,3.7,16.3,nao,nao,nao,0
1390,ios,4,nao,sim,nao,0,12.71,7.29,nao,nao,nao,0
1391,ios,2,nao,nao,nao,1,2.66,17.34,nao,sim,nao,1
1392,android,3,sim,sim,nao,1,13.57,6.43,nao,sim,nao,0
1393,android,2,sim,nao,nao,3,7.04,12.96,nao,nao,nao,0
1394,android,3,sim,nao,nao,1,7.19,12.81,nao,nao,sim,0
1395,android,4,sim,sim,nao,0,5.51,14.49,nao,nao,nao,1
1396,android,3,nao,sim,nao,0,11.91,8.09,nao,nao,nao,0
1397,ios,2,nao,sim,nao,1,5.32,14.68,nao,sim,nao,0
1398,ios,3,sim,sim,nao,11,14.04,5.96,nao,sim,nao,0
1399,android,7,sim,sim,nao,1,2.86,17.14,nao,sim,nao,1
1400,android,3,sim,sim,nao,0,9.63,10.37,nao,nao,nao,0
1401,android,3,sim,sim,nao,7,6.6,13.4,nao,sim,nao,0
1402,android,3,sim,nao,nao,1,2.86,17.14,nao,nao,nao,1
1403,android,2,nao,nao,nao,1,0.68,19.32,nao,sim,nao,0
1404,android,3,sim,sim,nao,0,3.23,16.77,nao,nao,nao,0
1405,android,3,nao,sim,nao,0,10.65,9.35,nao,nao,nao,0
1406,android,5,nao,sim,nao,1,4.6,15.4,sim,nao,nao,0
1407,ios,4,sim,sim,nao,0,7.16,12.84,nao,nao,nao,0
1408,android,2,nao,nao,nao,0,1.77,18.23,nao,nao,nao,0
1409,android,5,sim,sim,sim,1,14.49,5.51,sim,nao,nao,0
1410,android,2,nao,sim,nao,2,10.69,9.31,sim,nao,nao,0
1411,android,2,nao,sim,nao,0,8.38,11.62,nao,nao,nao,0
1412,android,4,nao,nao,nao,3,3.23,16.77,nao,sim,nao,0
1413,android,4,nao,sim,nao,0,9.19,10.81,nao,nao,nao,0
1414,ios,3,sim,sim,nao,0,1.7,18.3,nao,nao,nao,0
1415,android,5,nao,sim,nao,1,11.24,8.76,nao,sim,nao,0
1416,ios,3,nao,sim,nao,1,8.45,11.55,nao,nao,nao,0
1417,ios,5,sim,sim,nao,3,6.36,13.64,nao,sim,nao,0
1418,android,2,nao,sim,nao,1,6.83,13.17,nao,sim,nao,0
1419,ios,3,nao,sim,nao,0,12.23,7.77,nao,nao,nao,0
1420,android,4,sim,sim,sim,0,7.55,12.45,nao,nao,nao,0
1421,android,2,nao,sim,nao,3,7.54,12.46,nao,nao,nao,0
1422,android,3,sim,sim,nao,0,10,10,nao,nao,nao,0
1423,android,4,nao,sim,sim,2,8.7,11.3,nao,sim,nao,0
1424,ios,4,nao,sim,nao,4,7.14,12.86,nao,sim,sim,0
1425,ios,1,nao,nao,nao,0,2.19,17.81,nao,nao,nao,0
1426,android,6,sim,nao,nao,3,1.42,18.58,nao,sim,sim,1
1427,android,2,nao,sim,nao,2,6.76,13.24,nao,nao,nao,0
1428,android,2,sim,nao,nao,3,1.37,18.63,nao,sim,nao,0
1429,android,2,nao,sim,nao,1,1.32,18.68,sim,nao,nao,1
1430,android,8,nao,sim,nao,2,2.6,17.4,nao,sim,nao,1
1431,android,2,nao,sim,nao,0,8.82,11.18,nao,nao,nao,0
1432,ios,2,nao,sim,nao,1,13.86,6.14,nao,sim,nao,0
1433,android,4,nao,sim,nao,6,5.89,14.11,nao,nao,nao,1
1434,ios,2,nao,sim,nao,0,2.56,17.44,nao,nao,nao,1
1435,android,3,nao,sim,sim,12,4.42,15.58,nao,sim,nao,1
1436,ios,9,sim,nao,nao,1,1.6,18.4,nao,nao,sim,1
1437,android,2,nao,sim,nao,5,9.72,10.28,nao,nao,nao,1
1438,android,10,nao,sim,nao,1,7.26,12.74,nao,nao,nao,0
1439,android,3,nao,sim,nao,2,7.89,12.11,nao,sim,nao,0
1440,android,1,nao,nao,nao,1,6.14,13.86,sim,nao,nao,0
1441,android,2,nao,sim,nao,0,8.48,11.52,nao,nao,nao,0
1442,android,1,nao,nao,nao,3,0.26,19.74,nao,sim,nao,0
1443,ios,6,sim,nao,nao,10,4.25,15.75,nao,nao,nao,1
1444,android,3,sim,sim,nao,1,5.82,14.18,nao,sim,nao,1
1445,ios,5,sim,nao,nao,2,1.04,18.96,nao,sim,sim,0
1446,android,3,nao,sim,sim,3,8.82,11.18,nao,sim,nao,0
1447,android,4,sim,sim,nao,1,1.19,18.81,nao,nao,sim,0
1448,android,5,nao,sim,nao,1,11.99,8.01,nao,nao,nao,0
1449,android,5,nao,sim,nao,0,9.83,10.17,nao,nao,nao,0
1450,ios,2,nao,nao,nao,5,0.89,19.11,nao,nao,nao,1
1451,ios,3,sim,nao,nao,1,5.82,14.18,nao,sim,nao,0
1452,ios,4,sim,sim,nao,2,8.48,11.52,nao,sim,nao,0
1453,android,2,sim,nao,nao,3,7.61,12.39,sim,nao,nao,0
1454,android,2,nao,sim,nao,0,3.74,16.26,nao,nao,nao,0
1455,android,3,nao,nao,nao,1,2.97,17.03,nao,nao,sim,0
1456,android,2,nao,sim,nao,5,3,17,nao,nao,nao,1
1457,ios,2,nao,sim,nao,4,10.6,9.4,nao,nao,nao,0
1458,ios,4,sim,sim,nao,1,1.95,18.05,sim,nao,nao,0
1459,ios,4,sim,sim,nao,1,14.4,5.6,nao,nao,nao,0
1460,android,1,nao,nao,nao,2,0.99,19.01,sim,nao,sim,1
1461,android,4,nao,sim,nao,5,15.11,4.89,sim,nao,nao,0
1462,ios,4,sim,nao,sim,7,1.87,18.13,nao,sim,nao,1
1463,android,3,sim,sim,nao,0,2.9,17.1,nao,nao,nao,1
1464,ios,5,sim,nao,nao,5,0.89,19.11,nao,nao,nao,1
1465,android,6,nao,sim,nao,3,2.4,17.6,nao,nao,nao,0
1466,ios,2,nao,nao,nao,1,5.33,14.67,nao,nao,nao,1
1467,android,1,nao,nao,nao,2,3.98,16.02,nao,nao,nao,1
1468,ios,5,sim,nao,sim,3,2.36,17.64,nao,sim,sim,1
1469,android,4,sim,sim,nao,3,5.49,14.51,sim,nao,sim,0
1470,android,8,sim,sim,sim,1,7.12,12.88,nao,sim,nao,0
1471,ios,2,nao,sim,nao,0,6.57,13.43,nao,nao,nao,0
1472,android,1,nao,nao,nao,1,3.46,16.54,sim,nao,nao,1
1473,ios,2,nao,nao,nao,4,2.19,17.81,nao,sim,nao,1
1474,android,4,sim,sim,nao,1,8.02,11.98,nao,nao,nao,0
1475,android,2,nao,nao,nao,1,2.92,17.08,sim,nao,nao,0
1476,ios,4,nao,nao,nao,1,0.76,19.24,nao,sim,nao,1
1477,ios,9,sim,nao,sim,2,1.65,18.35,nao,sim,nao,1
1478,android,4,nao,nao,nao,2,7.79,12.21,nao,sim,sim,0
1479,android,3,sim,sim,nao,1,2.53,17.47,nao,sim,nao,0
1480,android,3,nao,sim,sim,0,9.39,10.61,nao,nao,nao,0
1481,ios,6,sim,sim,nao,1,13.73,6.27,nao,sim,nao,0
1482,android,3,sim,sim,nao,0,4.57,15.43,nao,nao,nao,1
1483,android,2,nao,sim,nao,2,12.52,7.48,nao,nao,nao,0
1484,android,2,sim,nao,nao,0,0.89,19.11,nao,nao,nao,1
1485,android,2,nao,nao,sim,2,0.93,19.07,nao,nao,nao,0
1486,android,3,sim,sim,nao,4,2.27,17.73,nao,nao,nao,1
1487,android,5,sim,sim,sim,0,4.23,15.77,nao,nao,nao,1
1488,android,3,sim,nao,nao,1,0.97,19.03,nao,nao,nao,0
1489,android,5,sim,sim,nao,0,9.72,10.28,nao,nao,nao,0
1490,ios,3,sim,sim,nao,4,4.82,15.18,nao,sim,nao,0
1491,android,1,nao,nao,nao,3,1.39,18.61,sim,nao,nao,1
1492,ios,3,sim,nao,nao,0,0.17,19.83,nao,nao,nao,1
1493,android,3,nao,sim,nao,1,7.9,12.1,nao,sim,nao,0
1494,ios,2,nao,sim,nao,2,8.14,11.86,nao,sim,nao,0
1495,android,3,sim,sim,nao,1,7.4,12.6,nao,sim,nao,0
1496,android,2,nao,sim,nao,1,4.07,15.93,nao,sim,nao,1
1497,ios,1,nao,nao,nao,0,1.23,18.77,nao,nao,nao,1
1498,ios,1,nao,nao,nao,9,2.75,17.25,sim,nao,nao,0
1499,android,6,nao,sim,nao,2,3.27,16.73,sim,sim,nao,0
1500,android,2,nao,nao,nao,2,1.33,18.67,nao,sim,sim,1
1501,android,1,nao,nao,nao,2,3.72,16.28,nao,nao,nao,0
1502,android,7,sim,sim,nao,0,15.38,4.62,nao,nao,nao,0
1503,ios,5,sim,sim,nao,3,4.07,15.93,nao,nao,nao,1
1504,android,2,nao,sim,nao,14,7.94,12.06,nao,nao,nao,0
1505,ios,2,nao,sim,nao,2,2.5,17.5,sim,sim,nao,0
1506,ios,2,sim,nao,nao,1,6.32,13.68,sim,nao,nao,0
1507,ios,3,sim,nao,nao,0,1.29,18.71,nao,nao,nao,1
1508,android,8,nao,sim,nao,0,4.08,15.92,nao,nao,nao,0
1509,android,3,nao,sim,nao,1,1.85,18.15,nao,nao,sim,0
1510,android,2,nao,sim,nao,3,10.58,9.42,nao,nao,nao,0
1511,ios,1,nao,nao,nao,1,1.35,18.65,nao,sim,nao,1
1512,ios,2,nao,sim,nao,0,6.78,13.22,nao,nao,nao,0
1513,android,2,nao,sim,nao,1,4.8,15.2,sim,nao,nao,1
1514,android,3,sim,sim,nao,1,11.29,8.71,nao,sim,nao,0
1515,android,2,nao,sim,nao,0,2.04,17.96,nao,nao,nao,1
1516,android,2,nao,sim,nao,0,2.46,17.54,nao,nao,nao,0
1517,android,3,sim,sim,nao,0,5.91,14.09,nao,nao,nao,0
1518,android,3,sim,sim,nao,18,6.91,13.09,nao,sim,nao,0
1519,ios,1,nao,nao,nao,0,2.12,17.88,nao,nao,nao,0
1520,android,1,nao,nao,nao,1,2.2,17.8,sim,nao,nao,0
1521,ios,4,nao,nao,nao,0,0.87,19.13,nao,nao,nao,0
1522,ios,5,nao,sim,nao,0,2.38,17.62,nao,nao,nao,1
1523,android,2,nao,sim,nao,3,8.51,11.49,nao,nao,nao,0
1524,ios,1,nao,nao,nao,1,1.26,18.74,nao,sim,nao,1
1525,android,2,nao,sim,nao,2,10.24,9.76,nao,nao,nao,0
1526,ios,3,sim,sim,nao,2,13.39,6.61,sim,nao,nao,0
1527,ios,4,nao,sim,nao,1,8.43,11.57,nao,sim,nao,0
1528,ios,5,nao,sim,nao,0,8.92,11.08,nao,nao,nao,0
1529,ios,2,nao,nao,sim,4,2.53,17.47,nao,nao,nao,0
1530,ios,3,sim,nao,nao,1,4.34,15.66,nao,nao,nao,1
1531,android,2,sim,nao,nao,1,2.86,17.14,nao,nao,sim,1
1532,ios,2,nao,sim,nao,0,1.86,18.14,nao,nao,nao,1
1533,android,2,nao,sim,nao,7,9.45,10.55,nao,sim,nao,0
1534,ios,3,sim,sim,nao,0,10.53,9.47,nao,nao,nao,0
1535,android,6,nao,sim,nao,0,6.09,13.91,nao,nao,nao,0
1536,ios,1,nao,nao,nao,3,1.28,18.72,nao,sim,nao,1
1537,ios,2,sim,nao,nao,2,2.9,17.1,nao,nao,nao,1
1538,android,5,sim,sim,sim,11,5.35,14.65,nao,sim,nao,0
1539,android,1,nao,nao,nao,0,1.32,18.68,nao,nao,nao,1
1540,android,2,nao,sim,nao,1,7.58,12.42,nao,nao,nao,1
1541,android,4,sim,sim,nao,9,3.08,16.92,nao,sim,nao,1
1542,android,3,sim,sim,nao,1,3.61,16.39,nao,sim,nao,0
1543,android,2,nao,nao,nao,8,1.49,18.51,nao,nao,nao,1
1544,android,2,nao,nao,nao,2,3.45,16.55,nao,nao,nao,1
1545,android,4,sim,nao,nao,1,3.65,16.35,nao,sim,nao,1
1546,android,2,nao,nao,nao,1,1.37,18.63,nao,nao,nao,0
1547,android,3,nao,sim,sim,0,9.29,10.71,nao,nao,nao,0
1548,android,2,nao,nao,sim,4,2.23,17.77,nao,sim,sim,1
1549,android,1,nao,nao,nao,1,1.17,18.83,sim,nao,nao,1
1550,android,5,sim,sim,nao,2,8.74,11.26,sim,sim,nao,0
1551,android,1,nao,nao,nao,4,3.64,16.36,nao,nao,nao,1
1552,android,2,nao,sim,nao,1,1.94,18.06,nao,nao,nao,0
1553,android,2,nao,sim,nao,2,8.33,11.67,nao,sim,nao,0
1554,ios,2,nao,sim,nao,0,0.93,19.07,nao,nao,nao,1
1555,android,3,nao,nao,nao,1,5.41,14.59,nao,nao,sim,0
1556,android,3,nao,sim,nao,0,13.68,6.32,nao,nao,nao,0
1557,android,1,nao,nao,nao,0,1.37,18.63,nao,nao,nao,0
1558,android,5,sim,nao,nao,9,1.59,18.41,nao,nao,nao,1
1559,android,1,nao,nao,nao,4,3.27,16.73,nao,sim,nao,1
1560,android,3,sim,sim,nao,8,9.54,10.46,nao,sim,nao,0
1561,android,2,nao,sim,nao,0,8.31,11.69,nao,nao,nao,0
1562,android,4,nao,sim,sim,0,7.38,12.62,nao,nao,nao,0
1563,android,2,nao,sim,nao,1,8.59,11.41,nao,sim,nao,0
1564,ios,1,nao,nao,nao,2,0.94,19.06,nao,nao,sim,1
1565,ios,4,sim,nao,nao,1,0.97,19.03,nao,sim,nao,0
1566,android,2,nao,nao,nao,0,1.93,18.07,nao,nao,nao,1
1567,android,2,nao,sim,nao,0,13.38,6.62,nao,nao,nao,0
1568,android,1,nao,nao,nao,0,4.82,15.18,nao,nao,nao,1
1569,android,6,sim,nao,nao,5,1.29,18.71,nao,sim,nao,0
1570,android,7,sim,sim,nao,1,1.12,18.88,nao,sim,nao,1
1571,android,1,nao,nao,nao,3,1.17,18.83,nao,sim,nao,1
1572,android,5,sim,sim,nao,7,10.2,9.8,sim,nao,nao,0
1573,android,2,nao,sim,nao,6,2.77,17.23,nao,sim,nao,1
1574,android,3,nao,sim,nao,5,7.91,12.09,nao,sim,nao,0
1575,android,2,sim,nao,nao,7,2.74,17.26,nao,nao,nao,1
1576,android,3,sim,sim,nao,2,7.36,12.64,sim,nao,sim,0
1577,ios,1,nao,nao,nao,0,4.08,15.92,nao,nao,nao,1
1578,android,3,sim,sim,nao,4,4.73,15.27,nao,sim,nao,0
1579,ios,2,sim,nao,nao,6,1.95,18.05,nao,sim,nao,1
1580,android,5,sim,sim,nao,0,7.18,12.82,nao,nao,nao,0
1581,android,6,sim,sim,nao,2,2.44,17.56,nao,nao,nao,1
1582,ios,3,nao,sim,nao,1,11.74,8.26,nao,nao,nao,0
1583,ios,3,nao,sim,nao,0,6.66,13.34,nao,nao,nao,0
1584,android,6,sim,sim,nao,4,5.96,14.04,nao,nao,nao,1
1585,android,3,sim,sim,nao,1,11.51,8.49,nao,nao,sim,0
1586,android,2,nao,nao,sim,0,2.56,17.44,nao,nao,nao,1
1587,android,1,nao,nao,nao,2,1.52,18.48,nao,nao,nao,0
1588,ios,3,sim,sim,nao,4,7.17,12.83,nao,nao,nao,0
1589,android,3,nao,sim,sim,2,5.59,14.41,nao,nao,nao,0
1590,android,4,sim,sim,nao,0,1.26,18.74,nao,nao,nao,1
1591,android,2,nao,sim,nao,3,11.63,8.37,nao,nao,nao,0
1592,ios,2,nao,nao,sim,1,1.55,18.45,nao,sim,nao,0
1593,ios,5,sim,sim,nao,3,6.86,13.14,nao,nao,sim,0
1594,android,5,nao,sim,sim,5,9.81,10.19,nao,nao,nao,0
1595,android,5,sim,nao,sim,4,2.11,17.89,nao,sim,nao,1
1596,android,3,sim,nao,nao,1,4.45,15.55,nao,sim,nao,0
1597,android,3,sim,sim,nao,5,5.11,14.89,nao,sim,nao,1
1598,ios,1,nao,nao,nao,0,1.63,18.37,nao,nao,nao,1
1599,android,3,nao,sim,nao,1,7.16,12.84,nao,nao,sim,0
1600,ios,4,sim,sim,nao,0,5.77,14.23,nao,nao,nao,1
1601,android,2,nao,sim,nao,3,9.42,10.58,nao,nao,nao,0
1602,android,3,nao,nao,nao,1,3.05,16.95,nao,nao,sim,1
1603,android,3,nao,sim,nao,4,6.14,13.86,nao,sim,nao,0
1604,ios,8,sim,sim,nao,0,0.26,19.74,nao,nao,nao,0
1605,android,11,nao,sim,nao,1,4.59,15.41,nao,nao,nao,1
1606,android,2,nao,nao,sim,2,6.9,13.1,sim,nao,sim,0
1607,android,1,nao,nao,nao,2,5.96,14.04,sim,nao,sim,0
1608,android,1,nao,nao,nao,2,0.99,19.01,nao,sim,nao,1
1609,ios,8,sim,sim,nao,0,13.77,6.23,nao,nao,nao,0
1610,ios,2,nao,sim,nao,3,5.97,14.03,nao,nao,nao,1
1611,android,4,nao,nao,nao,1,1.22,18.78,nao,nao,sim,1
1612,ios,5,sim,nao,sim,0,3.06,16.94,nao,nao,nao,1
1613,android,1,nao,nao,nao,1,4.58,15.42,nao,nao,sim,1
1614,android,2,nao,nao,nao,1,3.49,16.51,nao,sim,nao,1
1615,android,6,nao,nao,nao,2,1.65,18.35,nao,sim,sim,1
1616,android,3,sim,sim,nao,2,8.25,11.75,nao,nao,nao,0
1617,android,3,sim,sim,nao,4,7.03,12.97,nao,nao,nao,0
1618,ios,8,sim,sim,nao,6,10.46,9.54,nao,nao,nao,0
1619,android,4,nao,sim,sim,0,6.84,13.16,nao,nao,nao,0
1620,ios,2,nao,sim,nao,1,3.71,16.29,nao,sim,nao,1
1621,android,5,nao,sim,nao,2,4.12,15.88,nao,sim,nao,0
1622,android,2,sim,nao,nao,1,1.81,18.19,nao,nao,nao,0
1623,android,4,nao,sim,sim,0,6.19,13.81,nao,nao,nao,0
1624,android,11,sim,sim,nao,1,5.95,14.05,sim,nao,nao,1
1625,android,3,sim,sim,nao,1,6.19,13.81,nao,sim,nao,0
1626,ios,7,nao,sim,nao,2,6.93,13.07,nao,sim,nao,0
1627,android,1,nao,nao,nao,0,1.23,18.77,nao,nao,nao,1
1628,android,9,sim,sim,sim,1,1.68,18.32,nao,sim,nao,1
1629,ios,1,nao,nao,nao,2,0.7,19.3,sim,nao,nao,1
1630,ios,5,sim,nao,sim,1,4.79,15.21,nao,sim,nao,1
1631,android,3,sim,sim,nao,7,4.7,15.3,nao,nao,nao,1
1632,android,2,nao,sim,nao,1,6.71,13.29,nao,sim,nao,0
1633,android,5,sim,sim,nao,1,6.04,13.96,nao,nao,nao,0
1634,ios,2,sim,nao,nao,2,2.63,17.37,sim,sim,nao,0
1635,android,4,nao,sim,nao,1,5.07,14.93,nao,nao,sim,0
1636,android,4,sim,sim,nao,4,7.43,12.57,nao,nao,nao,0
1637,android,1,nao,nao,nao,2,1.14,18.86,nao,sim,sim,1
1638,android,7,sim,sim,nao,1,7.67,12.33,nao,nao,nao,0
1639,android,1,nao,nao,nao,3,3.61,16.39,nao,nao,sim,0
1640,ios,3,sim,sim,nao,1,8.67,11.33,nao,sim,nao,0
1641,ios,2,nao,nao,nao,0,0.96,19.04,nao,nao,nao,1
1642,android,3,nao,sim,nao,2,5.16,14.84,nao,sim,nao,1
1643,android,1,nao,nao,nao,0,3.67,16.33,nao,nao,nao,1
1644,ios,3,sim,nao,nao,2,4.72,15.28,sim,nao,nao,1
1645,ios,1,nao,nao,nao,1,1.65,18.35,nao,sim,nao,1
1646,android,2,nao,sim,nao,0,2.14,17.86,nao,nao,nao,1
1647,ios,3,nao,sim,sim,4,5.57,14.43,nao,sim,nao,1
1648,android,4,nao,sim,nao,0,4.98,15.02,nao,nao,nao,0
1649,android,3,nao,sim,sim,1,13.29,6.71,nao,nao,nao,0
1650,ios,3,nao,sim,sim,0,10.44,9.56,nao,nao,nao,0
1651,android,3,sim,sim,nao,2,11.89,8.11,sim,sim,nao,0
1652,ios,5,sim,nao,nao,0,3.44,16.56,nao,nao,nao,1
1653,android,4,nao,nao,sim,5,2.03,17.97,nao,nao,sim,1
1654,android,4,sim,sim,nao,0,9.12,10.88,nao,nao,nao,0
1655,android,2,sim,nao,nao,0,6.53,13.47,nao,nao,nao,0
1656,android,3,sim,nao,nao,0,2.98,17.02,nao,nao,nao,0
1657,android,4,nao,sim,nao,2,10.62,9.38,sim,nao,sim,0
1658,android,3,sim,sim,nao,1,1.89,18.11,nao,sim,nao,1
1659,android,7,sim,sim,nao,0,3.36,16.64,nao,nao,nao,0
1660,android,4,sim,nao,nao,3,3.02,16.98,nao,nao,nao,0
1661,ios,2,nao,sim,nao,2,5.38,14.62,nao,sim,sim,1
1662,ios,1,nao,nao,nao,0,4.78,15.22,nao,nao,nao,1
1663,android,8,sim,sim,sim,1,4.59,15.41,nao,nao,sim,0
1664,android,2,nao,sim,nao,9,10.5,9.5,nao,nao,nao,0
1665,ios,5,nao,sim,nao,0,8.78,11.22,nao,nao,nao,0
1666,ios,4,sim,sim,nao,1,4.79,15.21,nao,nao,sim,0
1667,android,3,nao,sim,nao,0,4.8,15.2,nao,nao,nao,1
1668,android,2,nao,sim,nao,0,5.17,14.83,nao,nao,nao,0
1669,android,3,nao,nao,nao,9,4.72,15.28,nao,sim,nao,1
1670,ios,2,nao,nao,nao,1,0.64,19.36,nao,nao,nao,0
1671,android,6,sim,nao,nao,1,4.33,15.67,nao,sim,nao,1
1672,android,3,sim,sim,nao,2,7,13,nao,sim,nao,0
1673,android,3,sim,sim,nao,1,2.9,17.1,nao,sim,nao,0
1674,ios,1,nao,nao,nao,1,1.84,18.16,nao,nao,nao,1
1675,android,7,sim,sim,nao,0,14.66,5.34,nao,nao,nao,0
1676,android,1,nao,nao,nao,0,0.85,19.15,nao,nao,nao,1
1677,android,3,nao,sim,sim,1,8.26,11.74,nao,nao,nao,0
1678,ios,3,sim,sim,nao,0,6.41,13.59,nao,nao,nao,0
1679,ios,1,nao,nao,nao,3,7.61,12.39,nao,nao,nao,0
1680,android,3,sim,sim,nao,5,9.33,10.67,nao,nao,nao,0
1681,android,4,nao,sim,nao,0,8.2,11.8,nao,nao,nao,0
1682,android,3,sim,nao,nao,0,0.81,19.19,nao,nao,nao,1
1683,ios,2,nao,sim,nao,4,3.43,16.57,nao,nao,nao,1
1684,android,1,nao,nao,nao,7,2.23,17.77,sim,nao,nao,0
1685,android,1,nao,nao,nao,2,2.55,17.45,nao,nao,nao,0
1686,ios,2,nao,sim,nao,1,9.94,10.06,nao,sim,nao,0
1687,ios,2,sim,nao,nao,5,0.92,19.08,nao,nao,nao,1
1688,android,6,sim,sim,nao,2,2.59,17.41,nao,sim,nao,1
1689,android,1,nao,nao,nao,5,3.4,16.6,sim,nao,nao,1
1690,ios,5,nao,nao,nao,0,1.44,18.56,nao,nao,nao,0
1691,android,1,nao,nao,nao,1,5.56,14.44,nao,sim,nao,0
1692,android,5,nao,sim,nao,0,4.81,15.19,nao,nao,nao,1
1693,ios,2,sim,nao,nao,1,1.63,18.37,nao,nao,nao,1
1694,android,3,sim,sim,nao,2,9.64,10.36,nao,nao,nao,0
1695,android,2,sim,nao,nao,0,2.35,17.65,nao,nao,nao,1
1696,ios,6,nao,sim,nao,0,4.09,15.91,nao,nao,nao,0
1697,ios,2,sim,nao,nao,3,0.93,19.07,sim,sim,nao,1
1698,ios,8,sim,nao,nao,0,4.37,15.63,nao,nao,nao,0
1699,android,2,sim,nao,nao,1,2.22,17.78,nao,sim,nao,1
1700,android,2,nao,nao,nao,0,4.05,15.95,nao,nao,nao,1
1701,ios,4,sim,sim,nao,0,8.79,11.21,nao,nao,nao,0
1702,android,4,nao,sim,nao,3,5.26,14.74,nao,sim,nao,0
1703,android,3,nao,sim,nao,2,3.01,16.99,nao,nao,nao,0
1704,android,1,nao,nao,nao,5,6.52,13.48,nao,nao,nao,0
1705,ios,2,nao,sim,nao,8,12.84,7.16,nao,sim,nao,0
1706,android,2,nao,sim,nao,1,7.35,12.65,nao,sim,nao,1
1707,android,4,sim,sim,nao,1,10.79,9.21,nao,nao,sim,0
1708,ios,10,sim,sim,sim,4,11.24,8.76,nao,nao,nao,0
1709,android,3,sim,sim,nao,6,6.45,13.55,sim,nao,nao,0
1710,ios,2,nao,nao,nao,2,5.59,14.41,nao,sim,nao,1
1711,android,2,nao,sim,nao,2,4.4,15.6,sim,sim,nao,0
1712,ios,2,nao,sim,nao,1,12.35,7.65,nao,nao,sim,0
1713,android,3,sim,sim,nao,1,5.65,14.35,nao,nao,nao,1
1714,android,2,nao,sim,nao,1,4.67,15.33,nao,nao,nao,1
1715,android,3,nao,sim,nao,0,9.88,10.12,nao,nao,nao,0
1716,ios,2,nao,sim,nao,3,9.42,10.58,sim,sim,nao,0
1717,android,2,nao,nao,nao,0,2.11,17.89,nao,nao,nao,0
1718,android,1,nao,nao,nao,2,1.33,18.67,nao,nao,nao,0
1719,ios,3,nao,sim,nao,2,5.99,14.01,nao,nao,nao,1
1720,android,4,nao,nao,sim,0,1.69,18.31,nao,nao,nao,0
1721,android,3,nao,nao,nao,1,0.94,19.06,nao,sim,nao,1
1722,android,2,nao,sim,nao,1,12.58,7.42,nao,nao,sim,0
1723,android,2,nao,sim,nao,0,3.78,16.22,nao,nao,nao,0
1724,ios,3,sim,nao,sim,0,1.08,18.92,nao,nao,nao,0
1725,android,2,nao,sim,nao,6,14.15,5.85,nao,sim,sim,1
1726,android,3,nao,sim,sim,1,8.93,11.07,nao,sim,nao,0
1727,android,2,nao,sim,nao,0,3.2,16.8,nao,nao,nao,0
1728,android,2,sim,nao,nao,1,1.56,18.44,sim,nao,nao,0
1729,android,2,nao,sim,nao,0,3.46,16.54,nao,nao,nao,1
1730,android,1,nao,nao,nao,3,1.08,18.92,nao,nao,nao,1
1731,ios,3,nao,nao,nao,0,1.71,18.29,nao,nao,nao,1
1732,ios,5,sim,nao,nao,1,4.25,15.75,nao,sim,nao,1
1733,android,1,nao,nao,nao,0,0.39,19.61,nao,nao,nao,1
1734,android,2,nao,nao,nao,1,2.76,17.24,nao,sim,nao,0
1735,android,2,nao,sim,nao,0,0.33,19.67,nao,nao,nao,1
1736,android,3,nao,nao,nao,2,2.38,17.62,nao,sim,nao,1
1737,android,3,sim,sim,nao,0,10.12,9.88,nao,nao,nao,0
1738,ios,4,sim,sim,nao,0,8,12,nao,nao,nao,0
1739,android,3,sim,sim,nao,0,2.17,17.83,nao,nao,nao,1
1740,android,4,sim,sim,nao,0,7.55,12.45,nao,nao,nao,0
1741,ios,6,nao,nao,nao,0,1.75,18.25,nao,nao,nao,1
1742,ios,7,sim,nao,sim,6,1.81,18.19,sim,sim,sim,0
1743,android,7,sim,nao,nao,0,1.47,18.53,nao,nao,nao,1
1744,ios,1,nao,nao,nao,0,0.76,19.24,nao,nao,nao,1
